Community,General habitat,Description,Consumer,Resource,D,Cmass,Rmass,Log10Cmass,Log10Rmass,Log10CRBR,Source
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Larinioides cornutus (Clerck 1757),Stalia boops (Schioedte),3,0.0000297,0.0000025,-4.527243551,-5.602059991,-1.074816441,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Larinioides cornutus (Clerck 1757),Sympetrum sanguineum (Mller),3,0.0000297,0.0000506,-4.527243551,-4.295849483,0.231394068,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Larinioides cornutus (Clerck 1757),Sympetrum sp,3,0.0000297,0.000083,-4.527243551,-4.080921908,0.446321643,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Larinioides cornutus (Clerck 1757),Sympetrum striolatum (Charpentier),3,0.0000297,0.000175,-4.527243551,-3.756961951,0.770281599,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Larinioides cornutus (Clerck 1757),Sympetrum vulgatum (L.),3,0.0000297,0.0000696,-4.527243551,-4.15739076,0.36985279,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Larinioides sp,Anthocomus coccineus (Schall.),3,0.00000315,0.00000318,-5.501689446,-5.49757288,0.004116566,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Larinioides sp,Chartoscirta cincta (Herrich-Schffer),3,0.00000315,0.00000159,-5.501689446,-5.798602876,-0.296913429,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Larinioides sp,Cloeon simile (Eaton),3,0.00000315,0.0000012,-5.501689446,-5.920818754,-0.419129308,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Larinioides sp,Culex sp,3,0.00000315,0.00000025,-5.501689446,-6.602059991,-1.100370545,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Larinioides sp,Herina parva (Loew),3,0.00000315,0.000000495,-5.501689446,-6.305394801,-0.803705355,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Larinioides sp,Limonia sp,3,0.00000315,0.0000001,-5.501689446,-7,-1.498310554,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Larinioides sp,Muscidae copro,3,0.00000315,0.00000045,-5.501689446,-6.346787486,-0.84509804,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Larinioides sp,Muscidae flor,3,0.00000315,0.00000045,-5.501689446,-6.346787486,-0.84509804,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Larinioides sp,Philaenus spumarius (L.),3,0.00000315,0.0000024,-5.501689446,-5.619788758,-0.118099312,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Larinioides sp,Psacadina zernyi (Mayer),3,0.00000315,0.0000023,-5.501689446,-5.638272164,-0.136582718,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Larinioides sp,Stalia boops (Schioedte),3,0.00000315,0.0000025,-5.501689446,-5.602059991,-0.100370545,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Lesteva sicula (Er.),Antistea elegans (Blackwall 1841),2,0.0000005,0.000000373,-6.301029996,-6.428291168,-0.127261173,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Lesteva sicula (Er.),Antistea elegans (Blackwall 1841),2,0.0000005,0.000000373,-6.301029996,-6.428291168,-0.127261173,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Lesteva sicula (Er.),Bryaxis sp,2,0.0000005,0.000000043,-6.301029996,-7.366531544,-1.065501549,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Lesteva sicula (Er.),Chaetarthria seminulum (Herbst),2,0.0000005,0.0000001,-6.301029996,-7,-0.698970004,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Lesteva sicula (Er.),Chartoscirta cincta (Herrich-Schffer),2,0.0000005,0.00000159,-6.301029996,-5.798602876,0.50242712,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Lesteva sicula (Er.),Cicadina,2,0.0000005,7.93E-08,-6.301029996,-7.100726813,-0.799696817,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Lesteva sicula (Er.),Edaphus blhweissi (Scheerp.),2,0.0000005,2.74E-08,-6.301029996,-7.562249437,-1.261219442,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Lesteva sicula (Er.),Euaesthetus ruficapillus (Boisd.),2,0.0000005,0.000000097,-6.301029996,-7.013228266,-0.71219827,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Lesteva sicula (Er.),Euconulus alderi (Gray),2,0.0000005,0.0000016,-6.301029996,-5.795880017,0.505149978,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Lesteva sicula (Er.),Gongylidiellum murcidum Simon 1884,2,0.0000005,0.0000001,-6.301029996,-7,-0.698970004,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Lesteva sicula (Er.),Hebrus pusillus (Fallen),2,0.0000005,0.00000156,-6.301029996,-5.806875402,0.494154594,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Lesteva sicula (Er.),Hebrus ruficeps (Thomson),2,0.0000005,0.00000156,-6.301029996,-5.806875402,0.494154594,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Lesteva sicula (Er.),Ligidium hypnorum (Cuvier),2,0.0000005,0.00000219,-6.301029996,-5.659555885,0.641474111,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Lesteva sicula (Er.),Neon valentulus Falconer 1912,2,0.0000005,0.000000121,-6.301029996,-6.91721463,-0.616184634,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Lesteva sicula (Er.),Oxyloma elegans (Risso),2,0.0000005,0.0000028,-6.301029996,-5.552841969,0.748188027,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Lesteva sicula (Er.),Ozyptila sp,2,0.0000005,0.00000132,-6.301029996,-5.879426069,0.421603927,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Lesteva sicula (Er.),Pardosa sp,2,0.0000005,0.000000281,-6.301029996,-6.55129368,-0.250263684,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Lesteva sicula (Er.),Pirata sp,2,0.0000005,0.000000667,-6.301029996,-6.175874166,0.12515583,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Lesteva sicula (Er.),Robertus sp,2,0.0000005,0.00000045,-6.301029996,-6.346787486,-0.045757491,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Lesteva sicula (Er.),Vertigo antivertigo (Draparnaud),2,0.0000005,0.000000667,-6.301029996,-6.175874166,0.12515583,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Lesteva sicula (Er.),Vertigo moulinsiana (Dupuy),2,0.0000005,0.000000675,-6.301029996,-6.170696227,0.130333768,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Lesteva sicula (Er.),Zora sp,2,0.0000005,8.28E-08,-6.301029996,-7.081969663,-0.780939668,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Acupalpus flavicollis,2,0.013,0.0000007,-1.886056648,-6.15490196,-4.268845312,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Anisus leucostoma (Millet),2,0.013,0.0000054,-1.886056648,-5.26760624,-3.381549592,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Anthocomus coccineus (Schall.),2,0.013,0.00000318,-1.886056648,-5.49757288,-3.611516232,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Brachycera,2,0.013,0.00000028,-1.886056648,-6.552841969,-4.666785321,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Caelifera,2,0.013,0.0000666,-1.886056648,-4.176525771,-2.290469123,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Chartoscirta cincta (Herrich-Schffer),2,0.013,0.00000159,-1.886056648,-5.798602876,-3.912546228,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Chorthippus montanus (Charpentier),2,0.013,0.0000616,-1.886056648,-4.210419288,-2.32436264,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Cloeon simile (Eaton),2,0.013,0.0000012,-1.886056648,-5.920818754,-4.034762106,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Clubiona sp,2,0.013,0.000000257,-1.886056648,-6.590066877,-4.704010229,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Clubiona subtilis L. Koch 1867,2,0.013,0.000000227,-1.886056648,-6.643974143,-4.757917495,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Dolichovespula sylvestris (Scopoli),2,0.013,0.0000231,-1.886056648,-4.63638802,-2.750331372,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Dolomedes fimbriatus (Clerck 1757),2,0.013,0.0000243,-1.886056648,-4.614393726,-2.728337079,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Dolomedes sp,2,0.013,0.00000336,-1.886056648,-5.473660723,-3.587604075,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Dryops auriculatus (Geoffr.),2,0.013,0.00000169,-1.886056648,-5.772113295,-3.886056648,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Dryops sp,2,0.013,0.00000185,-1.886056648,-5.732828272,-3.846771624,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Euconulus alderi (Gray),2,0.013,0.0000016,-1.886056648,-5.795880017,-3.90982337,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Evarcha arcuata (Clerck 1757),2,0.013,0.000005,-1.886056648,-5.301029996,-3.414973348,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Evarcha sp,2,0.013,0.0000011,-1.886056648,-5.958607315,-4.072550667,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Formica sp,2,0.013,0.0000007,-1.886056648,-6.15490196,-4.268845312,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Lesteva sicula (Er.),2,0.013,0.0000005,-1.886056648,-6.301029996,-4.414973348,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Ligidium hypnorum (Cuvier),2,0.013,0.00000219,-1.886056648,-5.659555885,-3.773499237,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Ligidium hypnorum (Cuvier),2,0.013,0.00000219,-1.886056648,-5.659555885,-3.773499237,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Limonia sp,2,0.013,0.0000001,-1.886056648,-7,-5.113943352,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Marpissa radiata (Grube 1859),2,0.013,0.00000418,-1.886056648,-5.378823718,-3.492767071,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Micrommata virescens (Clerck 1757),2,0.013,0.0000134,-1.886056648,-4.872895202,-2.986838554,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Neon valentulus Falconer 1912,2,0.013,0.000000121,-1.886056648,-6.91721463,-5.031157982,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Nestus carbonarius (Gyll.),2,0.013,0.0000003,-1.886056648,-6.522878745,-4.636822098,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Orthetrum cancellatum (L.),2,0.013,0.0000793,-1.886056648,-4.100726813,-2.214670165,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Oxyloma elegans (Risso),2,0.013,0.0000028,-1.886056648,-5.552841969,-3.666785321,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Oxyloma elegans (Risso),2,0.013,0.0000028,-1.886056648,-5.552841969,-3.666785321,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Ozyptila sp,2,0.013,0.00000132,-1.886056648,-5.879426069,-3.993369421,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Paederus riparius (L.),2,0.013,0.0000028,-1.886056648,-5.552841969,-3.666785321,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Pardosa sp,2,0.013,0.000000281,-1.886056648,-6.55129368,-4.665237032,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Philaenus spumarius (L.),2,0.013,0.0000024,-1.886056648,-5.619788758,-3.733732111,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Pirata sp,2,0.013,0.000000667,-1.886056648,-6.175874166,-4.289817518,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Pisaura mirabilis (Clerck 1757),2,0.013,0.00000877,-1.886056648,-5.057000407,-3.170943759,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Porcellium conspersum (C.L.Koch),2,0.013,0.0000043,-1.886056648,-5.366531544,-3.480474897,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Robertus sp,2,0.013,0.00000045,-1.886056648,-6.346787486,-4.460730839,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Somatochlora sp,2,0.013,0.000107,-1.886056648,-3.970616222,-2.084559575,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Stalia boops (Schioedte),2,0.013,0.0000025,-1.886056648,-5.602059991,-3.716003344,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Succinea putris (L.),2,0.013,0.0000032,-1.886056648,-5.494850022,-3.608793374,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Sympetrum sanguineum (Mller),2,0.013,0.0000506,-1.886056648,-4.295849483,-2.409792835,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Sympetrum sp,2,0.013,0.000083,-1.886056648,-4.080921908,-2.19486526,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Sympetrum striolatum (Charpentier),2,0.013,0.000175,-1.886056648,-3.756961951,-1.870905304,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Sympetrum vulgatum (L.),2,0.013,0.0000696,-1.886056648,-4.15739076,-2.271334113,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Tetragnatha extensa (L. 1758),2,0.013,0.000002,-1.886056648,-5.698970004,-3.812913357,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Tetramorium sp,2,0.013,0.0000007,-1.886056648,-6.15490196,-4.268845312,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Tetrix sp,2,0.013,0.0000058,-1.886056648,-5.236572006,-3.350515359,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Tetrix subulata (L.),2,0.013,0.0000046,-1.886056648,-5.337242168,-3.451185521,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Thanatus sp,2,0.013,0.0000001,-1.886056648,-7,-5.113943352,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Tibellus sp,2,0.013,0.0000046,-1.886056648,-5.337242168,-3.451185521,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Tibellus sp,2,0.013,0.0000046,-1.886056648,-5.337242168,-3.451185521,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Trachelipus rathkei (Brandt),2,0.013,0.00000553,-1.886056648,-5.257274869,-3.371218221,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Trichia sericea (Draparnaud),2,0.013,0.0000012,-1.886056648,-5.920818754,-4.034762106,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Locustella naevia,Zelotes sp,2,0.013,0.00000937,-1.886056648,-5.028260409,-3.142203761,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Mangora acalypha (Walckenaer 1802),Hebrus pusillus (Fallen),3,0.0000001,0.00000156,-7,-5.806875402,1.193124598,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Mangora acalypha (Walckenaer 1802),Hebrus ruficeps (Thomson),3,0.0000001,0.00000156,-7,-5.806875402,1.193124598,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Mangora acalypha (Walckenaer 1802),Ootetrastichus sp,3,0.0000001,0.00000008,-7,-7.096910013,-0.096910013,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Marpissa radiata (Grube 1859),Anthocomus coccineus (Schall.),3,0.00000418,0.00000318,-5.378823718,-5.49757288,-0.118749162,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Marpissa radiata (Grube 1859),Evarcha arcuata (Clerck 1757),3,0.00000418,0.000005,-5.378823718,-5.301029996,0.077793723,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Marpissa radiata (Grube 1859),Herina parva (Loew),3,0.00000418,0.000000495,-5.378823718,-6.305394801,-0.926571083,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Marpissa radiata (Grube 1859),Limonia sp,3,0.00000418,0.0000001,-5.378823718,-7,-1.621176282,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Marpissa radiata (Grube 1859),Micrommata virescens (Clerck 1757),3,0.00000418,0.0000134,-5.378823718,-4.872895202,0.505928517,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Marpissa radiata (Grube 1859),Muscidae copro,3,0.00000418,0.00000045,-5.378823718,-6.346787486,-0.967963768,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Marpissa radiata (Grube 1859),Muscidae flor,3,0.00000418,0.00000045,-5.378823718,-6.346787486,-0.967963768,{Cattin  2004 #5247;Brose  2005 #2437}
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,Marpissa radiata (Grube 1859),Philaenus spumarius (L.),3,0.00000418,0.0000024,-5.378823718,-5.619788758,-0.24096504,{Cattin  2004 #5247;Brose  2005 #2437}
